tool_id	biotools_id	filtered_on	reason	to_keep	EDAM_operations	EDAM_topics	description	has_biocontainers_infos	has_biotools_infos	has_galaxy_infos
r-deoptimr		biocontainers_description	ITS in BioContainers description	True			Differential Evolution (DE) stochastic algorithms for global optimization of problems with and without constraints. The aim is to curate a collection of its state-of-the-art variants that (1) do not sacrifice simplicity of design, (2) are essentially tuning-free, and (3) can be efficiently implemented directly in the R language. Currently, it only provides an implementation of the 'jDE' algorithm	True	False	False
threadom	threadom	biotools_description	profile in bio.tools description	True	Protein fold recognition	Protein folds and structural domains, Protein structure analysis, Proteins	A template-based algorithm for protein domain boundary prediction. Given a protein sequence, ThreaDom first threads the target through the PDB library to identify protein template that have similar structure fold. A domain conservation score (DCS) will be calculated for each residue which combines information from template domain structure, terminal and internal gaps and insertions. Finally, the domain boundary information is derived from the DCS profile distributions.	False	True	False
metamos	metamos	biotools_description	metagenomic in bio.tools description	True	Analysis, Generation, Sequence assembly	Assembly, Sequencing	MetAMOS is an open source and modular metagenomic assembly and analysis pipeline. MetAMOS represents an important step towards fully automated metagenomic analysis, starting with next-generation sequencing reads and producing genomic scaffolds, open-reading frames and taxonomic or functional annotations.	False	True	False
antdas-dda	antdas-dda	biotools_description	profiling in bio.tools description	True	Feature extraction, Peptide database search, Protein identification	Metabolomics, Plant biology, Proteomics experiment	A New Platform for Data-Dependent Acquisition Mode-Based Untargeted Metabolomic Profiling Analysis with Advantage of Recognizing Insource Fragment Ions to Improve Compound Identification.	False	True	False
ipyphe	ipyphe	biotools_description	amr in bio.tools description	True	Aggregation, Quantification, Standardisation and normalisation	Cytometry, Imaging, Infectious disease, Microbiology, Phenomics	"Python toolbox for assessing microbial growth and cell viability in high-throughput colony screens.

A python toolbox for phenotype analysis of arrayed microbial colonies written by Stephan Kamrad (stephan.kamrad at crick.ac.uk).

Python toolbox for phenotype analysis of arrayed microbial colonies."	False	True	False
webgester_db	webgester_db	biotools_description	plasmids in bio.tools description	True	Data retrieval, ID mapping, Mapping, Query and retrieval	Gene expression, Mapping, Molecular interactions, pathways and networks, Transcription factors and regulatory sites	Database of intrinsic transcription terminators identified in bacterial genome sequences and plasmids. Users can obtain both graphic and tabular results on putative terminators based on default or user-defined parameters. The results are arranged in different tiers to facilitate retrieval, as per the specific requirements. An interactive map has been incorporated to visualize the distribution of terminators across the whole genome.	False	True	False
amass-amr	amass-amr	biotools_description	antimicrobial in bio.tools description	True	Deposition	Biobank, Infectious disease, Microbiology, Public health and epidemiology, Tropical medicine	Automated tool for antimicrobial resistance surveillance system (AMASS) was developed as an offline, open-access and easy-to-use application that allows a hospital to perform data analysis independently and generate isolate-based and sample-based surveillance reports stratified by infection origin from routinely collected electronic databases. The application was built in R, which is a free software environment.	False	True	False
rrlsl	rrlsl	biotools_description	profiling in bio.tools description	True	Expression analysis, PTM site prediction, Regression analysis	Functional, regulatory and non-coding RNA, Gene expression, Gene transcripts	"Prognostic outcome prediction by semi-supervised least squares classification.

Although great progress has been made in prognostic outcome prediction, small sample size remains a challenge in obtaining accurate and robust classifiers. We proposed the Rescaled linear square Regression based Least Squares Learning (RRLSL), a jointly developed semi-supervised feature selection and classifier, for predicting prognostic outcome of cancer patients. RRLSL used the least square regression to identify the scale factors and then rank the features in available multiple types of molecular data. We applied the unlabeled multiple molecular data in conjunction with the labeled data to develop a similarity graph. RRLSL produced the constraint with kernel functions to bridge the gap between label information and geometry information from messenger RNA and microRNA expression profiling"	False	True	False
bioconductor-flagme		biocontainers_keywords	profiling in BioContainers keywords	True			Analysis of Metabolomics GC/MS Data	True	False	False
bioconductor-htsfilter		biocontainers_keywords	profiling in BioContainers keywords	True			This package implements a filtering procedure for replicated transcriptome sequencing data based on a global jaccard similarity index in order to identify genes with low, constant levels of expression across one or more experimental conditions.	True	False	False
scs	scs	biotools_description	ITS in bio.tools description	True	Gene expression profiling, Image analysis	Cell biology, Imaging, Machine learning, RNA-Seq, Transcriptomics	Subcellular spatial transcriptomics cell segmentation (SCS), which combines imaging data with sequencing data to improve cell segmentation accuracy. SCS assigns spots to cells by adaptively learning the position of each spot relative to the center of its cell using a transformer neural network.	False	True	False
