package.name	keep	about.summary	about.description	about.home
bioconductor-cager	False	Analysis of CAGE (Cap Analysis of Gene Expression) sequencing data for precise mapping of transcription start sites and promoterome mining	The _CAGEr_ package identifies transcription start sites (TSS) and their usage frequency from CAGE (Cap Analysis Gene Expression) sequencing data. It normalises raw CAGE tag count, clusters TSSs into tag clusters (TC) and aggregates them across multiple CAGE experiments to construct consensus clusters (CC) representing the promoterome.  CAGEr provides functions to profile expression levels of these clusters by cumulative expression and rarefaction analysis, and outputs the plots in ggplot2 format for further facetting and customisation.  After clustering, CAGEr performs analyses of promoter width and detects differential usage of TSSs (promoter shifting) between samples.  CAGEr also exports its data as genome browser tracks, and as R objects for downsteam expression analysis by other Bioconductor packages such as DESeq2, CAGEfightR, or seqArchR.	https://bioconductor.org/packages/3.20/bioc/html/CAGEr.html
ribotish	False	Ribo TIS Hunter (Ribo-TISH) identifies translation activities using ribosome profiling data.		https://github.com/zhpn1024/ribotish
bioconductor-affyhgu133plus2expr	False	Affyhgu133Plus2Expr (GPL570) Expression Data Package	Contains pre-built human (GPL570) database of gene expression profiles. The gene expression data was downloaded from NCBI GEO and preprocessed and normalized consistently. The biological context of each sample was recorded and manually verified based on the sample description in GEO.	https://bioconductor.org/packages/3.20/data/experiment/html/Affyhgu133Plus2Expr.html
bioconductor-mbecs	False	Evaluation and correction of batch effects in microbiome data-sets	The Microbiome Batch Effect Correction Suite (MBECS) provides a set of functions to evaluate and mitigate unwated noise due to processing in batches. To that end it incorporates a host of batch correcting algorithms (BECA) from various packages. In addition it offers a correction and reporting pipeline that provides a preliminary look at the characteristics of a data-set before and after correcting for batch effects.	https://bioconductor.org/packages/3.20/bioc/html/MBECS.html
metaclassifier	False	MetaClassifier is an integrated pipeline for classifying and quantifying DNA metabarcoding data into taxonomy groups	MetaClassifier is an integrated pipeline for identifying the floral composition of honey using DNA metabarcoding to determine the plants that honey bees visit. MetaClassifier utilizes a database of marker sequences and their corresponding taxonomy lineage information to classify high-throughput metabarcoding sample sequencing reads data into taxonomic groups and quantify taxon abundance. MetaClassifier can also be employed in other studies that utilize barcoding, metabarcoding, and metagenomics techniques to characterize richness, abundance, relatedness, and interactions in ecological communities.	https://github.com/ewafula/MetaClassifier
bioconductor-basic4cseq	False	Basic4Cseq: an R/Bioconductor package for analyzing 4C-seq data	Basic4Cseq is an R/Bioconductor package for basic filtering, analysis and subsequent visualization of 4C-seq data. Virtual fragment libraries can be created for any BSGenome package, and filter functions for both reads and fragments and basic quality controls are included. Fragment data in the vicinity of the experiment's viewpoint can be visualized as a coverage plot based on a running median approach and a multi-scale contact profile.	https://bioconductor.org/packages/3.20/bioc/html/Basic4Cseq.html
bioconductor-depmap	False	Cancer Dependency Map Data Package	The depmap package is a data package that accesses datsets from the Broad Institute DepMap cancer dependency study using ExperimentHub. Datasets from the most current release are available, including RNAI and CRISPR-Cas9 gene knockout screens quantifying the genetic dependency for select cancer cell lines. Additional datasets are also available pertaining to the log copy number of genes for select cell lines, protein expression of cell lines as measured by reverse phase protein lysate microarray (RPPA), 'Transcript Per Million' (TPM) data, as well as supplementary datasets which contain metadata and mutation calls for the other datasets found in the current release. The 19Q3 release adds the drug_dependency dataset, that contains cancer cell line dependency data with respect to drug and drug-candidate compounds. The 20Q2 release adds the proteomic dataset that contains quantitative profiling of proteins via mass spectrometry. This package will be updated on a quarterly basis to incorporate the latest Broad Institute DepMap Public cancer dependency datasets. All data made available in this package was generated by the Broad Institute DepMap for research purposes and not intended for clinical use. This data is distributed under the Creative Commons license (Attribution 4.0 International (CC BY 4.0)).	https://bioconductor.org/packages/3.20/data/experiment/html/depmap.html
bioconductor-microbiomedasim	False	Microbiome Differential Abundance Simulation	A toolkit for simulating differential microbiome data designed for longitudinal analyses. Several functional forms may be specified for the mean trend. Observations are drawn from a multivariate normal model. The objective of this package is to be able to simulate data in order to accurately compare different longitudinal methods for differential abundance.	https://bioconductor.org/packages/3.18/bioc/html/microbiomeDASim.html
bioconductor-edger	False	Empirical Analysis of Digital Gene Expression Data in R	Differential expression analysis of RNA-seq expression profiles with biological replication. Implements a range of statistical methodology based on the negative binomial distributions, including empirical Bayes estimation, exact tests, generalized linear models and quasi-likelihood tests. As well as RNA-seq, it be applied to differential signal analysis of other types of genomic data that produce read counts, including ChIP-seq, ATAC-seq, Bisulfite-seq, SAGE and CAGE.	https://bioconductor.org/packages/3.20/bioc/html/edgeR.html
bioconductor-rcm	False	Fit row-column association models with the negative binomial distribution for the microbiome	Combine ideas of log-linear analysis of contingency table, flexible response function estimation and empirical Bayes dispersion estimation for explorative visualization of microbiome datasets. The package includes unconstrained as well as constrained analysis. In addition, diagnostic plot to detect lack of fit are available.	https://bioconductor.org/packages/3.20/bioc/html/RCM.html
bioconductor-profilescoredist	False	Profile score distributions	Regularization and score distributions for position count matrices.	https://bioconductor.org/packages/3.20/bioc/html/profileScoreDist.html
chromap	False	Fast alignment and preprocessing of chromatin profiles		https://github.com/haowenz/chromap
gpsw	False	GPSW is a tool for analysing Global Protein Stability Profiling data.	"GPSW is a wrapper around a Snakemake workflow that analyses Global Protein Stability (GPS) Profiling data. GPS profiling is a powerfull genetic technique to study degron or protein stability at a massive scale in an unbiased manner.
"	https://github.com/niekwit/gps-orfeome
kraken2	False	Kraken2 is a system for assigning taxonomic labels to short DNA sequences, usually obtained through metagenomic studies.		https://ccb.jhu.edu/software/kraken2
