package.name	keep	about.home	about.license	about.license_family	about.license_file	about.summary	build.noarch	build.number	build.script	package.version	requirements.host	requirements.run	source.sha256	source.url	test.commands	test.imports	about.description	build.rpaths	build.run_exports	extra.parent_recipe.name	extra.parent_recipe.path	extra.parent_recipe.version	source.md5	about.dev_url	build.entry_points	extra.recipe-maintainers	requirements.build	extra.identifiers	extra.notes	build.skip	extra.additional-platforms	source.patches	about.doc_url	extra.skip-lints	extra.container.extended-base	test.requires	about.recipe-maintainers	source.git_rev	source.git_url	build.binary_relocation	source	about.licence_family	about.licence_url	build.has_prefix_files	test.source_files	extra.maintainers	identifiers	build.merge_build_host	extra.authors	about.licence_file	build.script_env	about.notes	test.files	extra.additional notes identifiers	extra.autobump.enable	test.import	outputs	extra.identifies	about.doc_source_url	build.no_link	extra.documentation	extra.doi	about.license_url	extra.recipe_maintainers	source.folder	extra.watch	extra.recipe-maintainer
r-numbat	False	https://github.com/kharchenkolab/numbat/, https://kharchenkolab.github.io/numbat/	MIT	MIT	['/lib/R/share/licenses/MIT', 'LICENSE']	A computational method that infers copy number variations (CNVs) in cancer scRNA-seq data and reconstructs the tumor phylogeny. 'numbat' integrates signals from gene expression, allelic ratio, and population haplotype structures to accurately infer allele-specific CNVs in single cells and reconstruct their lineage relationship. 'numbat' can be used to: 1. detect allele-specific copy number variations from single-cells; 2. differentiate tumor versus normal cells in the tumor microenvironment; 3. infer the clonal architecture and evolutionary history of profiled tumors. 'numbat' does not require tumor/normal-paired DNA or genotype data, but operates solely on the donor scRNA-data data (for example, 10x Cell Ranger output). Additional examples and documentations are available at <https://kharchenkolab.github.io/numbat/>. For details on the method please see Gao et al. Nature Biotechnology (2022) <doi:10.1038/s41587-022-01468-y>.		0		1.5.1	['r-base', 'bioconductor-genomicranges', 'bioconductor-iranges', 'r-matrix', 'r-r.utils', 'r-rcpp', 'r-rcpparmadillo', 'r-rhpcblasctl', 'r-ape', 'r-catools', 'r-data.table', 'r-dendextend', 'r-dplyr >=1.1.1', 'r-ggplot2', 'r-ggraph', 'bioconductor-ggtree', 'r-glue', 'r-hahmmr', 'r-igraph', 'r-logger', 'r-magrittr', 'r-optparse', 'r-paralleldist', 'r-patchwork', 'r-pryr', 'r-purrr', 'r-roptim', 'r-scales', 'r-scistreer >=1.1.0', 'r-stringr', 'r-tibble', 'r-tidygraph', 'r-tidyr >=1.3.0', 'r-vcfr', 'r-zoo']	['r-base', 'bioconductor-genomicranges', 'bioconductor-iranges', 'r-matrix', 'r-r.utils', 'r-rcpp', 'r-rcpparmadillo', 'r-rhpcblasctl', 'r-ape', 'r-catools', 'r-data.table', 'r-dendextend', 'r-dplyr >=1.1.1', 'r-ggplot2', 'r-ggraph', 'bioconductor-ggtree', 'r-glue', 'r-hahmmr', 'r-igraph', 'r-logger', 'r-magrittr', 'r-optparse', 'r-paralleldist', 'r-patchwork', 'r-pryr', 'r-purrr', 'r-roptim', 'r-scales', 'r-scistreer >=1.1.0', 'r-stringr', 'r-tibble', 'r-tidygraph', 'r-tidyr >=1.3.0', 'r-vcfr', 'r-zoo']	697cafd2f3aad85a97dcf27c160509ecc046ef0009690460f517f804409323dd	['/src/contrib/numbat_1.5.1.tar.gz', '/src/contrib/Archive/numbat/numbat_1.5.1.tar.gz']	"['$R -e ""library(\'numbat\')""']"			['lib/R/lib/', 'lib/']	['None']							['cbrueffer']	['None', 'None', 'make']																																								
plassembler	False	https://github.com/gbouras13/plassembler	MIT	MIT	LICENSE	Quickly and accurately assemble plasmids in hybrid sequenced bacterial isolates.	python	0	-m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	1.8.1	['python >=3.8,<3.14', 'poetry-core >=1.0.0', 'pip']	['python >=3.8,<3.14', 'flye >=2.9', 'minimap2 >=2.11', 'fastp >=0.24.2', 'chopper >=0.5.0', 'mash >=2.2', 'unicycler >=0.4.8', 'raven-assembler >=1.8', 'samtools >=0.15.0', 'click >=8.0.0', 'loguru >=0.5.3', 'pysam >=0.16.0', 'pyyaml >=6.0', 'pandas >=1.4.2', 'biopython >=1.76', 'alive-progress >=3.0.1', 'requests >=2.25.1', 'canu >=2.2', 'dnaapler >=0.4.0']	78a007fa72eb56b85684ef180e8bfbe8ebfdb15f1bc313c265803231a487a417	https://pypi.io/packages/source/p/plassembler/plassembler-1.8.1.tar.gz	['plassembler --help']	['plassembler']			['None']					https://github.com/gbouras13/plassembler	['plassembler = plassembler:main']	['gbouras13']		['doi:10.1093/bioinformatics/btad409', 'biotools:plassembler']					https://plassembler.readthedocs.io/en/latest																																		
bioconductor-proteinprofiles	False	https://bioconductor.org/packages/3.20/bioc/html/proteinProfiles.html	GPL-3		/lib/R/share/licenses/GPL-3	Protein Profiling	generic	0		1.46.0	['r-base']	['r-base']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/proteinProfiles_1.46.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/proteinProfiles/proteinProfiles_1.46.0.tar.gz', 'https://bioarchive.galaxyproject.org/proteinProfiles_1.46.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-proteinprofiles/bioconductor-proteinprofiles_1.46.0_src_all.tar.gz']	"['$R -e ""library(\'proteinProfiles\')""']"		Significance assessment for distance measures of time-course protein profiles	['lib/R/lib/', 'lib/']	None				bd105d4f0730d834b3485b18a6244163																																												
bioconductor-airway	False	https://bioconductor.org/packages/3.20/data/experiment/html/airway.html	LGPL		/lib/R/share/licenses/LGPL-3	RangedSummarizedExperiment for RNA-Seq in airway smooth muscle cells, by Himes et al PLoS One 2014	generic	0		1.26.0	['bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-base']	['bioconductor-summarizedexperiment >=1.36.0,<1.37.0', 'r-base', 'curl', 'bioconductor-data-packages >=20241103']		['https://bioconductor.org/packages/3.20/data/experiment/src/contrib/airway_1.26.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/airway/airway_1.26.0.tar.gz', 'https://bioarchive.galaxyproject.org/airway_1.26.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-airway/bioconductor-airway_1.26.0_src_all.tar.gz']	"['$R -e ""library(\'airway\')""']"		This package provides a RangedSummarizedExperiment object of read counts in genes for an RNA-Seq experiment on four human airway smooth muscle cell lines treated with dexamethasone. Details on the gene model and read counting procedure are provided in the package vignette. The citation for the experiment is: Himes BE, Jiang X, Wagner P, Hu R, Wang Q, Klanderman B, Whitaker RM, Duan Q, Lasky-Su J, Nikolos C, Jester W, Johnson M, Panettieri R Jr, Tantisira KG, Weiss ST, Lu Q. 'RNA-Seq Transcriptome Profiling Identifies CRISPLD2 as a Glucocorticoid Responsive Gene that Modulates Cytokine Function in Airway Smooth Muscle Cells.' PLoS One. 2014 Jun 13;9(6):e99625. PMID: 24926665. GEO: GSE52778.	['lib/R/lib/', 'lib/']	None				46b3c23c9c6d6fcf5973d6dcee659f94																																												
commet	False	https://github.com/pierrepeterlongo/commet	AGPL-3.0-or-later	AGPL		Comparing and combining multiple metagenomic datasets.		13		24.7.14	['r-base', 'zlib']	['r-base', 'r-gplots', 'python', 'setuptools']	6c7894c6ee4ffa089e7a19297bef8a5a99737bd727afe2b720eede83c6bd6636	https://github.com/pierrepeterlongo/commet/archive/6802910e8dbd50b40d569783a3b0c062e2466da6.zip	['Commet.py -h']			['lib/R/lib/', 'lib/']	['None']					https://github.com/pierrepeterlongo/commet			['make', 'None', 'pkg-config']	['biotools:commet', 'doi:10.1109/BIBM.2014.6999135']			['linux-aarch64', 'osx-arm64']	['commet.patch']	https://colibread.inria.fr/software/commet																																		
bioconductor-metaphor	False	https://bioconductor.org/packages/3.20/bioc/html/MetaPhOR.html	Artistic-2.0			Metabolic Pathway Analysis of RNA	generic	0		1.8.0	['bioconductor-clusterprofiler >=4.14.0,<4.15.0', 'bioconductor-rcy3 >=2.26.0,<2.27.0', 'r-base', 'r-ggplot2', 'r-ggrepel', 'r-pheatmap', 'r-recordlinkage', 'r-stringr']	['bioconductor-clusterprofiler >=4.14.0,<4.15.0', 'bioconductor-rcy3 >=2.26.0,<2.27.0', 'r-base', 'r-ggplot2', 'r-ggrepel', 'r-pheatmap', 'r-recordlinkage', 'r-stringr']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/MetaPhOR_1.8.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/MetaPhOR/MetaPhOR_1.8.0.tar.gz', 'https://bioarchive.galaxyproject.org/MetaPhOR_1.8.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-metaphor/bioconductor-metaphor_1.8.0_src_all.tar.gz']	"['$R -e ""library(\'MetaPhOR\')""']"		MetaPhOR was developed to enable users to assess metabolic dysregulation using transcriptomic-level data (RNA-sequencing and Microarray data) and produce publication-quality figures. A list of differentially expressed genes (DEGs), which includes fold change and p value, from DESeq2 or limma, can be used as input, with sample size for MetaPhOR, and will produce a data frame of scores for each KEGG pathway. These scores represent the magnitude and direction of transcriptional change within the pathway, along with estimated p-values.MetaPhOR then uses these scores to visualize metabolic profiles within and between samples through a variety of mechanisms, including: bubble plots, heatmaps, and pathway models.	['lib/R/lib/', 'lib/']	None				1f0bda4f5f0a9ee2b6aa60ee4cd6ffab																																												
pgcgap	False	https://github.com/liaochenlanruo/pgcgap/blob/master/README.md	GPLv3	GPL	LICENSE	A prokaryotic genomics and comparative genomics analysis pipeline	generic	1		1.0.35	['perl', 'perl-bioperl >=1.7.8', 'perl-file-tee', 'perl-file-copy-recursive']	['abricate =1.0.1', 'abyss =2.3.5', 'canu =2.1.1', 'coreutils =9.1', 'fastani =1.33', 'fastp =0.23.2', 'htslib =1.16', 'mamba =0.22.1', 'mash =2.3', 'matplotlib-base =3.5.3', 'muscle =5.1', 'numpy =1.21.6', 'openjdk =17.0.3', 'orthofinder =2.5.4', 'panaroo =1.1.2', 'pandas =1.3.5', 'pal2nal =14.1', 'perl =5.32.1', 'perl-data-dumper =2.183', 'perl-file-copy-recursive =0.45', 'perl-file-tee 0.07', 'perl-parallel-forkmanager =2.02', 'perl-pod-usage =2.03', 'perl-posix =1.38_03', 'prokka =1.14.6', 'r-base =4.2.1', 'r-corrplot =0.92', 'r-ggplot2 =3.3.6', 'r-gplots =3.1.3', 'r-pheatmap =1.0.12', 'r-plotrix =3.8_2', 'seaborn =0.12.0', 'sickle-trim =1.33', 'snippy =4.6.0', 'snpeff =5.0', 'trimal =1.4.1', 'unicycler =0.4.8', 'wget =1.20.3']	533030cba1cad4176493fce05ea5223b5e2c0440ed9c60ad408c97d73119ac4a	https://github.com/liaochenlanruo/pgcgap/archive/v1.0.35.tar.gz	['pgcgap --version']		PGCGAP is a pipeline for prokaryotic comparative genomics analysis. It can take the pair-end reads, ONT reads or PacBio reads as input. In addition to genome assembly, gene prediction and annotation, it can also get common comparative genomics analysis results such as phylogenetic trees of single-core proteins and core SNPs, pan-genome, whole-genome Average Nucleotide Identity (ANI), orthogroups and orthologs, COG annotations, substitutions (SNPs) and insertions/deletions (indels), and antimicrobial and virulence genes mining with only one line of commands.							https://github.com/liaochenlanruo/pgcgap/tree/master		['liaochenlanruo']		['biotools:pgcgap']					https://liaochenlanruo.fun/pgcgap/																													['10.21203/rs.2.21224/v6']					
bioconductor-procoil	False	https://bioconductor.org/packages/3.20/bioc/html/procoil.html	GPL (>= 2)		/lib/R/share/licenses/GPL-3	Prediction of Oligomerization of Coiled Coil Proteins	generic	0		2.34.0	['bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-kebabs >=1.40.0,<1.41.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base']	['bioconductor-biostrings >=2.74.0,<2.75.0', 'bioconductor-kebabs >=1.40.0,<1.41.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-base']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/procoil_2.34.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/procoil/procoil_2.34.0.tar.gz', 'https://bioarchive.galaxyproject.org/procoil_2.34.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-procoil/bioconductor-procoil_2.34.0_src_all.tar.gz']	"['$R -e ""library(\'procoil\')""']"		The package allows for predicting whether a coiled coil sequence (amino acid sequence plus heptad register) is more likely to form a dimer or more likely to form a trimer. Additionally to the prediction itself, a prediction profile is computed which allows for determining the strengths to which the individual residues are indicative for either class. Prediction profiles can also be visualized as curves or heatmaps.	['lib/R/lib/', 'lib/']	None	bioconductor-procoil	recipes/bioconductor-procoil	2.8.0	174fa33038e5cb51178d3a96f06a2c34					['biotools:procoil']																																							
tracs	False	https://github.com/gtonkinhill/tracs	MIT	MIT	LICENSE	Tracs - Fast pairwise transmission inference from single genome and/or metagenomic data		1	 -m pip install . --no-deps --no-build-isolation --no-cache-dir -vvv	1.0.1	['python >=3.12', 'pip', 'pybind11', 'boost-cpp', 'zlib', 'libgomp', 'llvm-openmp']	['python >=3.12', 'numpy', 'pandas', 'sourmash', 'joblib', 'ncbi-genome-download', 'pyfastx', 'tqdm', 'scipy', 'plotly', 'samtools', 'htsbox', 'minimap2']	ea54a443c2a1a2bda7bb4dc9b79f79ffe5bfffc340ef8e6cc61f1df249ba4e5c	https://github.com/gtonkinhill/tracs/archive/v1.0.1.tar.gz	['tracs --help', 'tracs --version', 'tracs align --help', 'tracs combine --help', 'tracs distance --help', 'tracs threshold --help', 'tracs cluster --help', 'tracs build-db --help', 'tracs pipe --help']	['tracs']			['None']								['None', 'None']				['linux-aarch64', 'osx-arm64']		https://github.com/gtonkinhill/tracs/tree/main/docs																																		
bioconductor-deconvr	False	https://bioconductor.org/packages/3.20/bioc/html/deconvR.html	Artistic-2.0			Simulation and Deconvolution of Omic Profiles	generic	0		1.12.0	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-methylkit >=1.32.0,<1.33.0', 'bioconductor-minfi >=1.52.0,<1.53.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-assertthat', 'r-base', 'r-data.table >=1.14.0', 'r-dplyr >=1.0.7', 'r-e1071 >=1.7.9', 'r-foreach >=1.5.1', 'r-magrittr >=2.0.1', 'r-mass', 'r-matrixstats >=0.61.0', 'r-nnls >=1.4', 'r-quadprog >=1.5.8', 'r-rsq >=2.2', 'r-tidyr >=1.1.3']	['bioconductor-biocgenerics >=0.52.0,<0.53.0', 'bioconductor-genomicranges >=1.58.0,<1.59.0', 'bioconductor-iranges >=2.40.0,<2.41.0', 'bioconductor-methylkit >=1.32.0,<1.33.0', 'bioconductor-minfi >=1.52.0,<1.53.0', 'bioconductor-s4vectors >=0.44.0,<0.45.0', 'r-assertthat', 'r-base', 'r-data.table >=1.14.0', 'r-dplyr >=1.0.7', 'r-e1071 >=1.7.9', 'r-foreach >=1.5.1', 'r-magrittr >=2.0.1', 'r-mass', 'r-matrixstats >=0.61.0', 'r-nnls >=1.4', 'r-quadprog >=1.5.8', 'r-rsq >=2.2', 'r-tidyr >=1.1.3']		['https://bioconductor.org/packages/3.20/bioc/src/contrib/deconvR_1.12.0.tar.gz', 'https://bioconductor.org/packages/3.20/bioc/src/contrib/Archive/deconvR/deconvR_1.12.0.tar.gz', 'https://bioarchive.galaxyproject.org/deconvR_1.12.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-deconvr/bioconductor-deconvr_1.12.0_src_all.tar.gz']	"['$R -e ""library(\'deconvR\')""']"		This package provides a collection of functions designed for analyzing deconvolution of the bulk sample(s) using an atlas of reference omic signature profiles and a user-selected model. Users are given the option to create or extend a reference atlas and,also simulate the desired size of the bulk signature profile of the reference cell types.The package includes the cell-type-specific methylation atlas and, Illumina Epic B5 probe ids that can be used in deconvolution. Additionally,we included BSmeth2Probe, to make mapping WGBS data to their probe IDs easier.	['lib/R/lib/', 'lib/']	None				02af5fc0240d7bbec1932ea9f66e1512																																												
cobra-meta	False	https://github.com/linxingchen/cobra	MIT			COBRA is a tool to get higher quality viral genomes assembled from metagenomes.	python	0	 -m pip install . -vv	1.2.3	['python >=3.7', 'pip']	['python >=3.7', 'biopython', 'pysam', 'numpy', 'blast >=2.14.0,<3.0.0']	877813cd705cb5a8b3611f3fca705bb6576ba82a8283552bed73c34bec880375	https://github.com/linxingchen/cobra/archive/refs/tags/v1.2.3.tar.gz	['cobra-meta -v']				['None']						['cobra-meta = cobra:main']	['linxingchen']		['doi:10.1101/2023.05.30.542503']																																							
mapseq	False	https://github.com/jfmrod/MAPseq	dual-licensed under GPL-3.0+ or BSD 2-clause	GPL	COPYING	Open source metagenomic 16S/18S read classifier enabling comparative metagenomics.		1		2.1.1b	['zlib', 'gsl', 'zlib', 'openssl', 'readline', 'ncurses', 'libopenblas', 'blis']	['gsl', 'zlib', 'openssl', 'readline', 'ncurses', 'libopenblas', 'blis', 'curl']	9be4f46cc6d8e7273c4d11f8ac8133a63fe2da39f420100d5d4e1828acaa6d47	https://github.com/meringlab/MAPseq/archive/v2.1.1b.tar.gz	['mapseq --help &> /dev/null']				['None']								['None', 'None', 'automake', 'autoconf', 'libtool', 'make', 'subversion']	['doi:10.1093/bioinformatics/btx517']		True																																					
sourmash	False	https://github.com/sourmash-bio/sourmash	BSD-3-Clause	BSD	LICENSE	Quickly search, compare, and analyze genomic and metagenomic data sets.	generic	0		4.9.4		['python', 'sourmash-minimal =4.9.4']	28889d11041e398831875c7d17a367e3e5937b095d006752e45c7f2302f4626d	https://pypi.io/packages/source/s/sourmash/sourmash-4.9.4.tar.gz	"['sourmash --help', 'sourmash info', 'sourmash info 2>&1 | grep ""4.9.4""']"	['sourmash']			['None']					https://github.com/sourmash-bio/sourmash		['luizirber', 'ctb', 'bluegenes']		['biotools:sourmash', 'doi:10.21105/joss.00027', 'doi:10.12688/f1000research.19675.1', 'doi:10.5281/zenodo.11557883']					https://sourmash.readthedocs.io/																['luizirber', 'ctb', 'bluegenes']																		
bioconductor-viseago	False	https://bioconductor.org/packages/3.18/bioc/html/ViSEAGO.html	GPL-3		/lib/R/share/licenses/GPL-3	ViSEAGO: a Bioconductor package for clustering biological functions using Gene Ontology and semantic similarity	generic	0		1.16.0	['bioconductor-annotationdbi >=1.64.0,<1.65.0', 'bioconductor-annotationforge >=1.44.0,<1.45.0', 'bioconductor-biomart >=2.58.0,<2.59.0', 'bioconductor-fgsea >=1.28.0,<1.29.0', 'bioconductor-go.db >=3.18.0,<3.19.0', 'bioconductor-gosemsim >=2.28.0,<2.29.0', 'bioconductor-topgo >=2.54.0,<2.55.0', 'r-base', 'r-data.table', 'r-dendextend', 'r-diagrammer', 'r-dt', 'r-dynamictreecut', 'r-ggplot2', 'r-heatmaply', 'r-htmlwidgets', 'r-igraph', 'r-plotly', 'r-processx', 'r-r.utils', 'r-rcolorbrewer', 'r-scales', 'r-upsetr']	['bioconductor-annotationdbi >=1.64.0,<1.65.0', 'bioconductor-annotationforge >=1.44.0,<1.45.0', 'bioconductor-biomart >=2.58.0,<2.59.0', 'bioconductor-fgsea >=1.28.0,<1.29.0', 'bioconductor-go.db >=3.18.0,<3.19.0', 'bioconductor-gosemsim >=2.28.0,<2.29.0', 'bioconductor-topgo >=2.54.0,<2.55.0', 'r-base', 'r-data.table', 'r-dendextend', 'r-diagrammer', 'r-dt', 'r-dynamictreecut', 'r-ggplot2', 'r-heatmaply', 'r-htmlwidgets', 'r-igraph', 'r-plotly', 'r-processx', 'r-r.utils', 'r-rcolorbrewer', 'r-scales', 'r-upsetr']		['https://bioconductor.org/packages/3.18/bioc/src/contrib/ViSEAGO_1.16.0.tar.gz', 'https://bioconductor.org/packages/3.18/bioc/src/contrib/Archive/ViSEAGO/ViSEAGO_1.16.0.tar.gz', 'https://bioarchive.galaxyproject.org/ViSEAGO_1.16.0.tar.gz', 'https://depot.galaxyproject.org/software/bioconductor-viseago/bioconductor-viseago_1.16.0_src_all.tar.gz']	"['$R -e ""library(\'ViSEAGO\')""']"		The main objective of ViSEAGO package is to carry out a data mining of biological functions and establish links between genes involved in the study. We developed ViSEAGO in R to facilitate functional Gene Ontology (GO) analysis of complex experimental design with multiple comparisons of interest. It allows to study large-scale datasets together and visualize GO profiles to capture biological knowledge. The acronym stands for three major concepts of the analysis: Visualization, Semantic similarity and Enrichment Analysis of Gene Ontology. It provides access to the last current GO annotations, which are retrieved from one of NCBI EntrezGene, Ensembl or Uniprot databases for several species. Using available R packages and novel developments, ViSEAGO extends classical functional GO analysis to focus on functional coherence by aggregating closely related biological themes while studying multiple datasets at once. It provides both a synthetic and detailed view using interactive functionalities respecting the GO graph structure and ensuring functional coherence supplied by semantic similarity. ViSEAGO has been successfully applied on several datasets from different species with a variety of biological questions. Results can be easily shared between bioinformaticians and biologists, enhancing reporting capabilities while maintaining reproducibility.	['lib/R/lib/', 'lib/']	None				90f43624392275cbfbcd026e323769b9																																												
